hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"Un periódico local publica una noticia con el titular “Atribuyen a un violento grupo de etnia gitana el asesinato del policía portugués”. En la descripción de los hechos se hace mención, en varias ocasiones, al origen étnico y se insiste en la “certeza” que tiene la policía portuguesa de que la banda de delincuentes está integrada por un “grupo de personas de etnia gitana” que tiene su base en Sevilla.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Sevilla,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sevilla-diciembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Con el titular “Victimismo gitano y demagogia política” un periódico de ámbito local publica en la sección de opinión un artículo en el que se transmite una imagen negativa, imprecisa y despectiva sobre la comunidad gitana. Al autor de dicho artículo, el hecho de que se mencione a la cultura gitana en los libros de texto le parece “capcioso” y “muy en línea con el discurso-hoy de moda-de presentar a los gitanos como una etnia oprimida”. La FSG escribe un artículo de réplica que es publicado por el periódico.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Valladolid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/valladolid-diciembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Un hombre gitano se interesa por un anuncio de alquiler de piso y contacta con su propietaria, quien tras conocer su origen étnico, le comunica que no le va a alquilar el piso porque no quiere gitanos, y es ella la que decide. La víctima acude al Ayuntamiento y solicita una entrevista con la Alcaldesa pero nunca es recibida.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Asturias,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/llanes-asturias-diciembre-discriminaci%C3%B3n-en-la-vivienda
"En el año 1998, el Ayuntamiento de El Ejido levantó un muro, supuestamente como medida de seguridad provisional en la zona, en un barrio donde vivían muchas familias gitanas. Éstas quedaron prácticamente aisladas, puesto que el barrio quedó desprovisto de transporte público y otros servicios comerciales, al sólo disponer de dos salidas hacia una carretera comarcal, lo que, incluso, obligaba a los niños a cruzarla diariamente para acudir al colegio. Siete años después, la situación persiste, por lo que la FSG escribe una carta al Alcalde de la localidad y a la Junta de Andalucía, sin que, por el momento, se hayan pronunciado al respecto.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Almería,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/el-ejido-almer%C3%ADa-diciembre-discriminaci%C3%B3n-en-la-vivienda
"La FSG organiza una visita guiada a una empresa a la que asisten un grupo de once mujeres. Una de ellas acude con su hijo, pero cuando le informan de que no puede realizar la visita con él, y a pesar de que no realiza ningún tipo de objeción al respecto, el guía le comenta a su compañero: “esto no sucede con ningún otro colectivo, encima si les dices algo se creen que los están discriminando…” Durante la visita, los trabajadores de la FSG escuchan otros comentarios como “en verano en esta fábrica se coge gente para trabajar, pero seguro que estas no quieren …”, que motivan una queja ante sus superiores.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Burgos,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/burgos-noviembre-discriminaci%C3%B3n-en-el-empleo
"Un periódico local publica una noticia en la que se hace referencia a la pertenencia étnica de los familiares de un menor que provocaron lesiones a cuatro agentes de la policía cuando intentaron arrestarle. La noticia informa también, de una manera detallada, de todos los delitos en los que este chico gitano ha estado implicado.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Baleares,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/palma-de-mallorca-noviembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"La FSG adquiere en propiedad un local para instalar su sede en Alicante, pero se encuentra con la resistencia de la comunidad de vecinos, que se muestra contraria a la apertura del centro y obstaculiza sus obras de acondicionamiento. Diversas asociaciones de vecinos y comerciantes se movilizan también pidiendo firmas en contra de la instalación del local, por el incremento de los problemas de inseguridad ciudadana y de la delincuencia que, supuestamente, van a generarse. La FSG, apoyada por las autoridades municipales, mantiene diversas reuniones informativas con propietarios y vecinos, pero el rechazo persiste en un sector del barrio que continúa la recogida de firmas.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Alicante,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/alicante-noviembre-discriminaci%C3%B3n-en-la-vivienda
"Un periódico de ámbito nacional publica en la sección de Cataluña una noticia con el titular “Piden 20 años para la acusada de matar a un hombre de etnia gitana”, en la que se especifica el origen étnico de las dos familias que “se enzarzaron a palos en la calle”. Se hace referencia también a que “la acusada no es de etnia gitana”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Barcelona,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/barcelona-noviembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"La FSG celebra un encuentro con jóvenes gitanos en el salón de actos del Centro Local de Empleo de Murcia. Mientras los asistentes escuchan una ponencia, una persona que ha reservado esa misma sala para el día siguiente, se acerca a los trabajadores de la FSG para pedirles que todo quede en buenas condiciones porque “como son gitanos, seguro que lo dejan sucio”. Los trabajadores de la FSG le llaman la atención por este comentario, aunque no interponen ninguna reclamación en el centro.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Murcia,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/murcia-noviembre-discriminaci%C3%B3n-en-los-bienes-y-servicios
Un periódico de ámbito local publica una noticia que trata sobre la condena a prisión de una mujer por valerse de su primo deficiente mental para vender papelinas de cocaína. La noticia concluye diciendo “ambos pertenecen a la misma familia gitana”.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vigo-pontevedra-noviembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"El Barómetro del CIS también verifica que en el ámbito de la educación, la comunidad gitana continúa siendo el grupo social más rechazado de España: “A uno de cada cuatro españoles no le gustaría que sus hijos estuvieran en la misma clase que niños de familias gitanas”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Estatal,Educación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/espa%C3%B1a-noviembre-discriminaci%C3%B3n-en-la-educaci%C3%B3n
"El director de un Instituto de Educación Secundaria dicta resolución de inhabilitación temporal para cursar estudios en su centro a un alumno gitano, por las presuntas faltas muy graves que había cometido. La FSG observa que existen deficiencias en la tramitación del expediente sancionador, ya que no se convocó al Consejo Escolar, que es quien debía sancionar este tipo de faltas, y tampoco se notificó a la familia dicha resolución en su debido momento. Ya que existen claros indicios de que el trato desigual ha sido originado por la pertenencia étnica del niño, la FSG escribe una carta al director del centro para que se reconsidere el caso, aunque no consigue modificar la situación.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Alicante,Educación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/alicante-noviembre-discriminaci%C3%B3n-en-la-educaci%C3%B3n
"Una usuaria de la FSG y su pareja acuerdan telefónicamente una entrevista con el propietario de una vivienda en alquiler. El día de la cita, el propietario les pregunta si son gitanos, y tras su respuesta afirmativa, les informa de que “entonces no hay nada que hacer, porque los vecinos no quieren a gitanos en el edificio”. La pareja le pide que reconsidere su postura, pero el dueño insiste en que él no tendría inconveniente, pero que son los vecinos los que no quieren gitanos.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,A Coruña,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/santiago-de-compostela-la-coru%C3%B1a-noviembre-discriminaci%C3%B3n-en-la-vivienda-0
"Una usuaria de la FSG acude a una Inmobiliaria tras conocer que dispone de una vivienda libre para alquilar que le interesa. En la agencia le comunican que todavía no está en alquiler pero que la mantendrán informada cuando lo esté. La usuaria, que sabe por otras vías que no es cierto, acude a interesarse por el piso en diversas ocasiones, por lo que, ante su insistencia, acaban comunicándole que el propietario ya no está interesado en alquilarla.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,A Coruña,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/santiago-de-compostela-la-coru%C3%B1a-noviembre-discriminaci%C3%B3n-en-la-vivienda
"Un usuario de la FSG que trabaja en un centro comercial es acusado por su encargado de robar un batido que había comprado dentro de su horario laboral. Una de las cajeras asegura que este trabajador le ha pagado el artículo, a pesar de lo cual el encargado se limita a ordenar la reincorporación del trabajador a su puesto, sin pedirle disculpas. El usuario, muy afectado por esa actitud discriminatoria, decide abandonar el trabajo.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Málaga,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A1laga-noviembre-discriminaci%C3%B3n-en-el-empleo
"El Barómetro del Centro de Investigaciones Sociológicas (CIS) de noviembre de 2005 constata un evidente rechazo a la comunidad gitana en la sociedad española, un 40% de la cual declara que “le molestaría mucho o bastante tener como vecinos a gitanos.”",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Estatal,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/espa%C3%B1a-noviembre-discriminaci%C3%B3n-en-la-vivienda
"Una mujer gitana quiere que dos de sus hijos acudan al mismo centro escolar privado al que asiste otro hermano, pero olvida presentar la preinscripción en junio. Cuando intenta formalizar la matrícula en septiembre, le informan de que sólo puede escolarizar a uno de sus dos hijos, mientras que el otro deberá hacerlo en el colegio público correspondiente. Dos técnicos de la FSG mantienen una reunión con la directora para intentar solucionar el problema, en el transcurso de la cual ésta se queja de que “siempre nos envían el mismo tipo de niños, ya tenemos suficientes así, además, no creo que la madre tenga la suficiente capacidad para decidir dónde quiere que vayan sus hijos”. La FSG se reúne con el Inspector de Educación de la zona, quien al conocer la situación, y tras comprobar que sí existen plazas disponibles, facilita la inscripción de todos los hermanos en el mismo centro.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Granada,Educación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/granada-noviembre-discriminaci%C3%B3n-en-la-educaci%C3%B3n
"El director de Recursos Humanos de una empresa, se pone en contacto telefónico con el prospector laboral de la FSG para comunicarle una oferta de trabajo de “mozo de almacén”, informándole que no requiere ni experiencia previa, ni carnet de conducir, siendo el único requisitito imprescindible, que “no sea gitano ni moro”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Murcia,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/alcantarilla-murcia-noviembre-discriminaci%C3%B3n-en-el-empleo
"Dos trabajadores gitanos de la FSG acuden a desayunar a una cafetería, donde coinciden con otros trabajadores de la Fundación no gitanos. La atención del encargado es aparentemente normal, pero cuando abandonan el establecimiento, los trabajadores comprueban que les han cobrado una cantidad muy superior a la de sus compañeros, a pesar de que sus consumiciones eran considerablemente más baratas.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Albacete,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/hell%C3%ADn-albacete-octubre-discriminaci%C3%B3n-en-los-bienes-y-servicios-0
"El prospector de empleo de la FSG acompaña a un usuario del programa Acceder a presentar su currículo en una empresa que publica a través del INAEM una oferta de empleo de cristalero. La responsable de la empresa les comenta que es muy urgente y que, sobre todo, necesitan una persona seria que quiera permanecer tiempo en la empresa. La FSG recomienda a este usuario, pero al cabo de unos días, la empresa comienza a poner excusas y exige requisitos que no estaban previamente publicados en la oferta del INAEM.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Huesca,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/huesca-octubre-discriminaci%C3%B3n-en-el-empleo-0
"Un chico gitano procedente de Hungría acude a un centro de información y asesoramiento para trabajadores migrantes. Cuando solicita información para obtener el permiso de trabajo, la persona que lo atiende, de manera muy agresiva, le dice que “debería haber resuelto ya su situación, al igual que lo hacen muchas personas extranjeras que quieren trabajar” y concluye con la frase: “si ya estás siendo asistido por un servicio para la comunidad gitana vuélvete con los de tu raza o márchate a tu país”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Sevilla,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sevilla-octubre-discriminaci%C3%B3n-en-el-empleo
La encargada de una empresa de limpieza se aprovecha de la condición de analfabeta de una trabajadora gitana para hacerle firmar una baja voluntaria haciéndole creer que el documento es el finiquito de fin de contrato. La FSG se pone en contacto con la empresa y consiguen solucionar el conflicto a través de la mediación.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Alicante,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/alicante-octubre-discriminaci%C3%B3n-en-el-empleo
"Un chico gitano es acusado de ser el autor de un robo en un puesto del mercadillo. Para detenerle acuden seis policías locales, que le propinan una brutal paliza, provocándole lesiones de gravedad y dejándolo inconsciente, tal y como consta en el parte médico. Existen numerosos indicios que apuntan a que el origen étnico condicionó a los agentes de la policía para actuar fuera de la legalidad y excederse de sus funciones en el proceso de detención.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Granada,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/granada-octubre-discriminaci%C3%B3n-en-la-polic%C3%ADa
"Un grupo de amigos gitanos piden su consumición en una cafetería. A pesar de que el camarero les indica que tiene mucha gente y que no va a poderles servir pronto, los jóvenes deciden quedarse en el establecimiento, asegurando que no tienen prisa. Sin embargo, tras comprobar que, después de haber servido a todos los clientes, el camarero sigue sin traerles sus consumiciones, deciden abandonar el lugar.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Albacete,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/hell%C3%ADn-albacete-octubre-discriminaci%C3%B3n-en-los-bienes-y-servicios
"El Instituto de vivienda de Galicia realiza un sorteo de 12 inmuebles para alquiler o compra, siendo los únicos requisitos exigidos para participar en él, ser menor de 40 años y tener cargas familiares. La FSG presta apoyo a varias familias para presentar una solicitud, pero a pesar de haber sido preseleccionadas, el Instituto rechaza a dos de ellas por no disponer de nómina que justifique sus ingresos económicos, un requisito que no se exigía en la convocatoria.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vigo-pontevedra-octubre-discriminaci%C3%B3n-en-la-vivienda
"Tras ser publicada una oferta de empleo de repartidor en una empresa, se deriva a un usuario del programa de empleo Acceder de la FSG para que entregue personalmente su curriculum. Al decirle la empresa que el puesto ya está cubierto, un trabajador de la FSG llama por teléfono simulando interesarse por el mismo, tras lo cual le piden que se pase por la oficina, porque la plaza sigue vacante.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Huesca,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/huesca-octubre-discriminaci%C3%B3n-en-el-empleo
"Con el titular “Gran despliegue policial por una disputa entre dos familias gitanas” aparece publicada una noticia en un periódico local, en la que además de hacer referencia al origen étnico de los implicados, la única información que se proporciona es el elevado número de efectivos de los cuerpos y fuerzas de seguridad del Estado que tuvieron que permanecer en alerta durante toda la noche.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Badajoz,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/badajoz-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"En la sección de sucesos de un periódico local aparece publicada una noticia sobre la detención de los presuntos autores de un robo. En el titular de la misma, se hace referencia a “un clan dedicado a robos en pequeña escala” informando de los nombres, edad y procedencia de las tres personas implicadas, afirmando que “todos ellos son de etnia gitana”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vigo-pontevedra-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"En una vía pública de mucho tránsito situada en un barrio donde la mayoría de las familias residentes son gitanas, aparecen unas pintadas con el lema “Welcome to Zaidín-Peligro gitanos”. Un mediador de la FSG mantiene una reunión con el Subdelegado del Gobierno, tras la cual se borra la inscripción.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Granada,Otros,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/granada-septiembre-actos-racistas
"Con el titular “La boda inculta de Farruquito”, un periodista independiente escribe un artículo en su webLog, en el que se incluyen comentarios discriminatorios contra toda la comunidad gitana como “su boda gitana, producto de una cultura, como la del Islam, inculta y estúpida, denigratoria de la mujer…” o “esta cultura gitana si quitas los trajes típicos, los bailes, y puede que alguna comida típica, es una afrenta a los hombres, al raciocinio, a los derechos humanos…”",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-1
"Un chico gitano que llevaba dos semanas trabajando como ayudante de cocina, es despedido antes de superar el periodo de prueba cuando su jefe conoce, por un amigo común, su origen étnico. Cuando el trabajador acude a recoger el finiquito y le pide explicaciones, el jefe le dice que le tenía que haber comentado que era gitano. El trabajador rechaza emprender cualquier tipo de medida legal.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Ciudad Real,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/ciudad-real-septiembre-discriminaci%C3%B3n-en-el-empleo
Un periódico de ámbito nacional publica en la sección de Sevilla una noticia en la que se especifica la pertenencia étnica de dos familias implicadas en hechos delictivos con el titular: “Tres heridos en una pelea entre dos familias gitanas en un hospital”. Dicho periódico publica noticias similares de manera frecuente.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Sevilla,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sevilla-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Durante el año 2005, la Policía Nacional de Huesca para por la calle en tres ocasiones a dos hermanos para solicitarles la documentación personal y proceder a su registro, sin que exista motivación aparente. Una de las veces, los hermanos solicitan a los agentes que se identifiquen y, ante la negativa de éstos, el padre de los chicos acude a quejarse a la Comisaría, donde le informan de que los agentes han actuado de pleno derecho, ya que al parecer, tan sólo se trataba de inspecciones rutinarias.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Huesca,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/huesca-septiembre-discriminaci%C3%B3n-en-la-polic%C3%ADa
"Cuando dos mujeres gitanas entran en una cafetería, el encargado les informa de que no las puede servir porque va a cerrar, a pesar de que el local se encuentra lleno de gente, por ser un día de feria en el que los establecimientos suelen cerrar a altas horas de la madrugada.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Albacete,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/hell%C3%ADn-albacete-septiembre-discriminaci%C3%B3n-en-los-bienes-y-servicios
"Aparece publicada en un periódico una noticia cuyo titular dice “Dos heridos graves por apuñalamiento en una pelea entre gitanos y payos en el distrito de Carabanchel”. Además de la mención étnica, en la noticia se comenta que, cuando la policía tiene conocimiento de los hechos, acude al hospital donde uno de los gitanos implicados se encuentra ingresado, y traslada a sus familiares a Comisaría, sin que se siga el mismo procedimiento con el resto de implicados no gitanos.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-0
"Un usuario del programa de empleo de la FSG se interesa por un puesto de reponedor de bebidas y es citado por el gerente de la empresa para realizar una entrevista de trabajo. Cuando éste se cerciora de que el chico es gitano, le dice que no lo puede contratar porque buscan a chicas. Al día siguiente dos trabajadores de la FSG solicitan información telefónica sobre la vacante preguntando expresamente si el sexo es un requisito indispensable, pero el gerente afirma que es totalmente indiferente.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Huesca,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/huesca-septiembre-discriminaci%C3%B3n-en-el-empleo
"En el artículo editorial ”La España negra y obtusa”, publicado en la página web de la periodista Karmele Marchante, se afirma, en relación a los gitanos, que “sería preferible que se busquen un país que los considere como especímenes aparte y los meta en un ghetto” o que “cuando apelan a sus tradiciones y a sus leyes, hay que dejar alto y claro que no existen”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-septiembre-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Una empresa se pone en contacto con la FSG para solicitar candidatos para cubrir una oferta de limpiacristales. Un usuario de la FSG que cumple con el perfil solicitado mantiene una entrevista con la encargada de la empresa, tras la cual solicita a la FSG que “le mande otro que no sea gitano” porque no quieren trabajar con ellos. Cuando se le informa de que el candidato enviado es quien mejor se adapta al perfil, la empresa reconsidera su postura y ofrece finalmente el puesto al trabajador. Sin embargo, este lo rechaza porque le han juzgado sin conocer su trabajo, y no quiere ser víctima de nuevas actitudes racistas si ocurre algún problema en la empresa.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Almería,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/almer%C3%ADa-septiembre-discriminaci%C3%B3n-en-el-empleo
"La FSG pacta una formación de 250 horas con el gerente de una chapistería para 7 beneficiarios gitanos. El día de la presentación del curso, cuando conoce a los alumnos, el gerente se muestra desconfiado, y deja entrever que pueden causarle algún tipo de problema social y personal con el resto de trabajadores. Finalmente, aun a pesar de los esfuerzos de la FSG, decide no llevar a cabo el módulo formativo.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Asturias,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/avil%C3%A9s-asturias-septiembre-discriminaci%C3%B3n-en-el-empleo
"Mientras hace su recorrido habitual recogiendo chatarra por los pueblos, un hombre gitano se cruza con un coche de la Guardia Civil, cuyos agentes deciden pararle sin justificación, registrándole, además, la furgoneta. En el transcurso del registro, los guardias le requisan dos cepos en muy mal estado y, aunque el usuario les aclara que los acaba de encontrar entre la chatarra, y que no los usa para cazar, acaban denunciándole. El afectado formula alegaciones contra la denuncia, sin que en la actualidad haya concluido el proceso judicial.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Cáceres,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/c%C3%A1ceres-agosto-discriminaci%C3%B3n-en-la-polic%C3%ADa
"En la sección de sucesos de un periódico de ámbito local aparece publicada una noticia relativa a la detención de tres personas por presunta estafa. Ya en el titular de la noticia se hace referencia a la pertenencia étnica de las mismas, sin que ello aporte ninguna información relevante a la noticia.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vigo-pontevedra-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Tras haber mantenido una entrevista con el propietario, una usuaria de la FSG firma la reserva para alquilar un piso. Sin embargo, transcurridos unos días, dicho propietario contacta con la Fundación para anular la reserva, alegando que el presidente de la comunidad le ha sugerido que podría tener problemas, dada la pertenencia étnica de la futura arrendataria. Al no conseguir hacerle cambiar de opinión, la FSG le comunica por escrito que ese tipo de conductas discriminatorias se encuentran prohibidas por nuestro ordenamiento jurídico, así como de sus consecuencias legales, aunque la interesada no quiera desarrollar otro tipo de medidas.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vigo-pontevedra-agosto-discriminaci%C3%B3n-en-la-vivienda
"Como consecuencia del fallecimiento de una persona gitana que resultó gravemente herida en un tiroteo ocurrido en un barrio de la localidad, aparece publicada una noticia en la que se hace constante hincapié en la cantidad de unidades de policía y guardia civil que tuvieron que acudir al hospital para “evitar posibles incidentes”, ante la posibilidad de “venganza” por parte de la familia afectada.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Lugo,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/lugo-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-0
"Tras el cambio de coordinador del departamento de vivienda del Ayuntamiento de Marbella, se constatan irregularidades en el procedimiento y seguimiento del expediente de vivienda de una familia gitana, a la que intentan expulsar de la vivienda municipal que les habían adjudicado. Los trabajadores de la FSG averiguan que dichas actuaciones podrían estar originadas por la pertenencia étnica de la familia, ya que en la hoja de solicitud de vivienda municipal, en el apartado de observaciones, aparece la palabra GITANOS tachada, aunque todavía visible.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Málaga,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A1laga-marbella-agosto-discriminaci%C3%B3n-en-la-vivienda
Aparece publicada una noticia en un periódico local en la que un sindicato critica una “acampada xitana” con comentarios despectivos y discriminatorios referidos a toda la comunidad.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Lugo,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/lugo-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Mensajes como “¿Alguien me puede explicar por qué los gitanos huelen tan mal?” “Lo mejor sería matar a todos los gitanos y después quemar las chabolas de todo el poblao, con todo esto iré a la cárcel pero le estaré haciendo un favor a la humanidad”, y otros de marcado carácter racista y violento, aparecen en uno foro de Internet de la FSG, que los retira advirtiendo de las consecuencias legales de incitar al racismo y la discriminación.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Redes sociales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-agosto-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-internet
"Mientras se está efectuando, con total normalidad, el desalojo de 5 viviendas de un poblado con numerosa población gitana, aparecen 14 furgonetas de la policía nacional, provocando tensión e indignación entre las familias gitanas por las excesivas medidas de control y seguridad. Finalmente los hechos se saldan con dos detenciones y cuatro heridos y, gracias a las labores de mediación de la FSG con el Alcalde, se soluciona el conflicto de manera pacífica y se pospone la demolición hasta nueva orden.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,León,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/le%C3%B3n-julio-discriminaci%C3%B3n-en-la-polic%C3%ADa
"Tras un tiroteo ocurrido en Lugo, un hombre gitano ajeno a los hechos resulta fortuitamente herido de gravedad, y permanece ingresado en la UCI durante un mes y medio, donde finalmente fallece. Aunque la atención prestada al paciente por el equipo médico es, en todo momento, adecuada, se producen una serie de prácticas discriminatorias en la relación de los facultativos con sus familiares, principalmente en la manera en que se les transmite la evolución y el estado médico del herido, siempre a través del personal de seguridad privada, y entre enormes e innecesarios controles policiales.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Lugo,Salud,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/lugo-julio-discriminaci%C3%B3n-en-los-servicios-sanitarios
